name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,sandboxEffect,sandboxParameters,prodEffect,prodParameters
0a075868-4c26-42ef-914c-5bc007359560,e3ec7e09-768c-4b64-882c-fcada3772047\\certificatesValidityPeriodMonitoring,BuiltIn,Key Vault,Certificates should have the specified maximum validity period,Manage your organizational compliance requirements by specifying the maximum amount of time that a certificate can be valid within your key vault.,Azure_Security_Benchmark_v3.0_DP-7,MCSB-V2: Disabled (default: certificatesValidityPeriodMonitoringEffect),"parameter: Deny,Audit,Disabled",Disabled,,Disabled,
0a075868-4c26-42ef-914c-5bc007359560,179d1daa-458f-4e47-8086-2a68d0d6c38f\\0a075868-4c26-42ef-914c-5bc007359560,BuiltIn,Key Vault,Certificates should have the specified maximum validity period,Manage your organizational compliance requirements by specifying the maximum amount of time that a certificate can be valid within your key vault.,NIST_SP_800-53_R5_IA-5,NIST-800-53: audit (default: effect-0a075868-4c26-42ef-914c-5bc007359560),"parameter: Deny,Audit,Disabled",Audit,"{""maximumValidityInMonths-0a075868-4c26-42ef-914c-5bc007359560"":12}",Audit,"{""maximumValidityInMonths-0a075868-4c26-42ef-914c-5bc007359560"":12}"
0a075868-4c26-42ef-914c-5bc007359560,e3ec7e09-768c-4b64-882c-fcada3772047\\CertificatesSpecifiedMaximumValidityPeriod,BuiltIn,Key Vault,Certificates should have the specified maximum validity period,Manage your organizational compliance requirements by specifying the maximum amount of time that a certificate can be valid within your key vault.,Azure_Security_Benchmark_v3.0_DP-7,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
f772fb64-8e40-40ad-87bc-7706e1949427,,BuiltIn,Key Vault,Certificates should not expire within the specified number of days,Manage certificates that will expire within a specified number of days to ensure your organization has sufficient time to rotate the certificate prior to expiration.,Azure_Security_Benchmark_v3.0_DP-7,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
152b15f7-8e1f-4c1f-ab71-8c010ba5dbc0,,BuiltIn,Key Vault,Key Vault keys should have an expiration date,Cryptographic keys should have a defined expiration date and not be permanent. Keys that are valid forever provide a potential attacker with more time to compromise the key. It is a recommended security practice to set expiration dates on cryptographic keys.,"Azure_Security_Benchmark_v3.0_DP-6,EU_2555_(NIS2)_2022_21,NIST_SP_800-53_R5_IA-5","MCSB: Disabled (default: keysExpirationSetEffect),MCSB-V2: Disabled (default: keysExpirationSetEffect),NIST-800-53: Disabled (assignment: effect-152b15f7-8e1f-4c1f-ab71-8c010ba5dbc0),NIS2-EU-2022: Disabled (assignment: effect-152b15f7-8e1f-4c1f-ab71-8c010ba5dbc0)","parameter: Deny,Audit,Disabled",Disabled,,Disabled,
98728c90-32c7-4049-8429-847dc0f4fe37,,BuiltIn,Key Vault,Key Vault secrets should have an expiration date,Secrets should have a defined expiration date and not be permanent. Secrets that are valid forever provide a potential attacker with more time to compromise them. It is a recommended security practice to set expiration dates on secrets.,"Azure_Security_Benchmark_v3.0_DP-6,EU_2555_(NIS2)_2022_21,NIST_SP_800-53_R5_IA-5","MCSB: Disabled (default: secretsExpirationSetEffect),MCSB-V2: Disabled (default: secretsExpirationSetEffect),NIST-800-53: Disabled (assignment: effect-98728c90-32c7-4049-8429-847dc0f4fe37),NIS2-EU-2022: Disabled (assignment: effect-98728c90-32c7-4049-8429-847dc0f4fe37)","parameter: Deny,Audit,Disabled",Disabled,,Disabled,
0b60c0b2-2dc2-4e1c-b5c9-abbed971de53,,BuiltIn,Key Vault,Key vaults should have deletion protection enabled,Malicious deletion of a key vault can lead to permanent data loss. You can prevent permanent data loss by enabling purge protection and soft delete. Purge protection protects you from insider attacks by enforcing a mandatory retention period for soft deleted key vaults. No one inside your organization or Microsoft will be able to purge your key vaults during the soft delete retention period. Keep in mind that key vaults created after September 1st 2019 have soft-delete enabled by default.,"Azure_Security_Benchmark_v3.0_DP-8,EU_2555_(NIS2)_2022_11,EU_2555_(NIS2)_2022_12,EU_2555_(NIS2)_2022_21,EU_2555_(NIS2)_2022_29,EU_2555_(NIS2)_2022_9,NIST_CSF_v2.0_PR.DS_01,NIST_SP_800-53_R5_CP-9","MCSB: Audit (default: keyVaultsShouldHavePurgeProtectionEnabledMonitoringEffect),MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (default: effect-0b60c0b2-2dc2-4e1c-b5c9-abbed971de53),NIS2-EU-2022: Audit (default: effect-0b60c0b2-2dc2-4e1c-b5c9-abbed971de53),NIST CSF V2: Audit (default: effect-0b60c0b2-2dc2-4e1c-b5c9-abbed971de53)","parameter: Deny,Audit,Disabled",Audit,,Audit,
1e66c121-a66a-4b1f-9b83-0fd99bf0fc2d,,BuiltIn,Key Vault,Key vaults should have soft delete enabled,"Deleting a key vault without soft delete enabled permanently deletes all secrets, keys, and certificates stored in the key vault. Accidental deletion of a key vault can lead to permanent data loss. Soft delete allows you to recover an accidentally deleted key vault for a configurable retention period.","Azure_Security_Benchmark_v3.0_DP-8,NIST_SP_800-53_R5_CP-9","MCSB: Audit (default: keyVaultsShouldHaveSoftDeleteEnabledMonitoringEffect),MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (default: effect-1e66c121-a66a-4b1f-9b83-0fd99bf0fc2d)","parameter: Deny,Audit,Disabled",Audit,,Audit,
75c4f823-d65c-4f29-a733-01d0077fdbcb,,BuiltIn,Key Vault,Keys should be the specified cryptographic type RSA or EC,"Some applications require the use of keys backed by a specific cryptographic type. Enforce a particular cryptographic key type, RSA or EC, in your environment.","EU_2555_(NIS2)_2022_11,EU_2555_(NIS2)_2022_12,EU_2555_(NIS2)_2022_21,EU_2555_(NIS2)_2022_29",NIS2-EU-2022: Audit (default: effect-75c4f823-d65c-4f29-a733-01d0077fdbcb),"parameter: Deny,Audit,Disabled",Audit,"{""allowedKeyTypes-75c4f823-d65c-4f29-a733-01d0077fdbcb"":[""RSA"",""RSA-HSM"",""EC"",""EC-HSM""]}",Audit,"{""allowedKeyTypes-75c4f823-d65c-4f29-a733-01d0077fdbcb"":[""RSA"",""RSA-HSM"",""EC"",""EC-HSM""]}"
d8cf8476-a2ec-4916-896e-992351803c44,,BuiltIn,Key Vault,Keys should have a rotation policy ensuring that their rotation is scheduled within the specified number of days after creation.,Manage your organizational compliance requirements by specifying the maximum number of days after key creation until it must be rotated.,"Azure_Security_Benchmark_v3.0_DP-6,EU_2555_(NIS2)_2022_21","MCSB-V2: Audit (Policy Default),NIS2-EU-2022: Audit (default: effect-d8cf8476-a2ec-4916-896e-992351803c44)","parameter: Audit,Disabled",Audit,"{""maximumDaysToRotate-d8cf8476-a2ec-4916-896e-992351803c44"":365}",Audit,"{""maximumDaysToRotate-d8cf8476-a2ec-4916-896e-992351803c44"":365}"
49a22571-d204-4c91-a7b6-09b1a586fbc9,,BuiltIn,Key Vault,Keys should have the specified maximum validity period,Manage your organizational compliance requirements by specifying the maximum amount of time in days that a key can be valid within your key vault.,Azure_Security_Benchmark_v3.0_DP-6,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
c26e4b24-cf98-4c67-b48b-5a25c4c69eb9,,BuiltIn,Key Vault,Keys should not be active for longer than the specified number of days,"Specify the number of days that a key should be active. Keys that are used for an extended period of time increase the probability that an attacker could compromise the key. As a good security practice, make sure that your keys have not been active longer than two years.",Azure_Security_Benchmark_v3.0_DP-6,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
ff25f3c8-b739-4538-9d07-3d6d25cfb255,,BuiltIn,Key Vault,Keys using elliptic curve cryptography should have the specified curve names,Keys backed by elliptic curve cryptography can have different curve names. Some applications are only compatible with specific elliptic curve keys. Enforce the types of elliptic curve keys that are allowed to be created in your environment.,"EU_2555_(NIS2)_2022_11,EU_2555_(NIS2)_2022_12,EU_2555_(NIS2)_2022_21,EU_2555_(NIS2)_2022_29",NIS2-EU-2022: Audit (default: effect-ff25f3c8-b739-4538-9d07-3d6d25cfb255),"parameter: Deny,Audit,Disabled",Audit,"{""allowedECNames-ff25f3c8-b739-4538-9d07-3d6d25cfb255"":[""P-256"",""P-256K"",""P-384"",""P-521""]}",Audit,"{""allowedECNames-ff25f3c8-b739-4538-9d07-3d6d25cfb255"":[""P-256"",""P-256K"",""P-384"",""P-521""]}"
82067dbb-e53b-4e06-b631-546d197452d9,,BuiltIn,Key Vault,Keys using RSA cryptography should have a specified minimum key size,Set the minimum allowed key size for use with your key vaults. Use of RSA keys with small key sizes is not a secure practice and doesn't meet many industry certification requirements.,EU_2555_(NIS2)_2022_21,NIS2-EU-2022: Audit (default: effect-82067dbb-e53b-4e06-b631-546d197452d9),"parameter: Deny,Audit,Disabled",Audit,"{""minimumRSAKeySize-82067dbb-e53b-4e06-b631-546d197452d9"":2048}",Audit,"{""minimumRSAKeySize-82067dbb-e53b-4e06-b631-546d197452d9"":2048}"
a2a5b911-5617-447e-a49e-59dbe0e0434b,,BuiltIn,Key Vault,Resource logs in Azure Key Vault Managed HSM should be enabled,"To recreate activity trails for investigation purposes when a security incident occurs or when your network is compromised, you may want to audit by enabling resource logs on Managed HSMs. Please follow the instructions here: https://docs.microsoft.com/azure/key-vault/managed-hsm/logging.","ISO_IEC_27001_2022_9.1,NIST_CSF_v2.0_DE.AE_03","NIST CSF V2: AuditIfNotExists (default: effect-a2a5b911-5617-447e-a49e-59dbe0e0434b),ISO/IEC 27001 2022: AuditIfNotExists (default: effect-a2a5b911-5617-447e-a49e-59dbe0e0434b)","parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""requiredRetentionDays-a2a5b911-5617-447e-a49e-59dbe0e0434b"":""365""}",AuditIfNotExists,"{""requiredRetentionDays-a2a5b911-5617-447e-a49e-59dbe0e0434b"":""365""}"
cf820ca0-f99e-4f3e-84fb-66e913812d21,,BuiltIn,Key Vault,Resource logs in Key Vault should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes when a security incident occurs or when your network is compromised,"Azure_Security_Benchmark_v3.0_DP-8,Azure_Security_Benchmark_v3.0_LT-3,ISO_IEC_27001_2022_9.1,NIST_CSF_v2.0_DE.AE_03,NIST_SP_800-53_R5_AU-12,NIST_SP_800-53_R5_AU-12(1),NIST_SP_800-53_R5_AU-6(4),NIST_SP_800-53_R5_AU-6(5)","MCSB: AuditIfNotExists (default: diagnosticsLogsInKeyVaultMonitoringEffect),MCSB-V2: AuditIfNotExists (Policy Default),NIST-800-53: AuditIfNotExists (Policy Default),NIST CSF V2: AuditIfNotExists (default: effect-cf820ca0-f99e-4f3e-84fb-66e913812d21),ISO/IEC 27001 2022: AuditIfNotExists (default: effect-cf820ca0-f99e-4f3e-84fb-66e913812d21)","parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""diagnosticsLogsInKeyVaultRetentionDays"":""1"",""requiredRetentionDays-cf820ca0-f99e-4f3e-84fb-66e913812d21"":""365""}",AuditIfNotExists,"{""diagnosticsLogsInKeyVaultRetentionDays"":""1"",""requiredRetentionDays-cf820ca0-f99e-4f3e-84fb-66e913812d21"":""365""}"
b0eb591a-5e70-4534-a8bf-04b9c489584a,,BuiltIn,Key Vault,Secrets should have more than the specified number of days before expiration,"If a secret is too close to expiration, an organizational delay to rotate the secret may result in an outage. Secrets should be rotated at a specified number of days prior to expiration to provide sufficient time to react to a failure.",Azure_Security_Benchmark_v3.0_DP-6,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
342e8053-e12e-4c44-be01-c3c2f318400f,,BuiltIn,Key Vault,Secrets should have the specified maximum validity period,Manage your organizational compliance requirements by specifying the maximum amount of time in days that a secret can be valid within your key vault.,Azure_Security_Benchmark_v3.0_DP-6,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
e8d99835-8a06-45ae-a8e0-87a91941ccfe,,BuiltIn,Key Vault,Secrets should not be active for longer than the specified number of days,"If your secrets were created with an activation date set in the future, you must ensure that your secrets have not been active for longer than the specified duration.",Azure_Security_Benchmark_v3.0_DP-6,MCSB-V2: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
8dfab9c4-fe7b-49ad-85e4-1e9be085358f,,BuiltIn,Kubernetes,[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed,Microsoft Defender for Cloud extension for Azure Arc provides threat protection for your Arc enabled Kubernetes clusters. The extension collects data from all nodes in the cluster and sends it to the Azure Defender for Kubernetes backend in the cloud for further analysis. Learn more in https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-enable?pivots=defender-for-container-arc.,"Azure_Security_Benchmark_v3.0_LT-1,Azure_Security_Benchmark_v3.0_LT-2,EU_2555_(NIS2)_2022_11,EU_2555_(NIS2)_2022_12,EU_2555_(NIS2)_2022_21,EU_2555_(NIS2)_2022_29,EU_2555_(NIS2)_2022_7,ISO_IEC_27001_2022_10.2,ISO_IEC_27001_2022_7.5.3,ISO_IEC_27001_2022_9.1,ISO_IEC_27001_2022_9.3.3,NIST_CSF_v2.0_DE.CM,NIST_CSF_v2.0_DE.CM_09,NIST_CSF_v2.0_GV.SC_07,NIST_CSF_v2.0_PR.AA_05,NIST_SP_800-53_R5_AC-2(12),NIST_SP_800-53_R5_AU-12,NIST_SP_800-53_R5_AU-12(1),NIST_SP_800-53_R5_AU-6,NIST_SP_800-53_R5_AU-6(4),NIST_SP_800-53_R5_AU-6(5),NIST_SP_800-53_R5_SI-4","MCSB: AuditIfNotExists (default: arcEnabledKubernetesClustersShouldHaveAzureDefendersExtensionInstalled),MCSB-V2: AuditIfNotExists (Policy Default),NIST-800-53: AuditIfNotExists (Policy Default),NIS2-EU-2022: AuditIfNotExists (default: effect-8dfab9c4-fe7b-49ad-85e4-1e9be085358f),NIST CSF V2: AuditIfNotExists (default: effect-8dfab9c4-fe7b-49ad-85e4-1e9be085358f),ISO/IEC 27001 2022: AuditIfNotExists (default: effect-8dfab9c4-fe7b-49ad-85e4-1e9be085358f)","parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
6b2122c1-8120-4ff5-801b-17625a355590,,BuiltIn,Kubernetes,Azure Arc enabled Kubernetes clusters should have the Azure Policy extension installed,"The Azure Policy extension for Azure Arc provides at-scale enforcements and safeguards on your Arc enabled Kubernetes clusters in a centralized, consistent manner. Learn more at https://aka.ms/akspolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,EU_2555_(NIS2)_2022_21","MCSB: AuditIfNotExists (default: arcEnabledKubernetesClustersShouldHaveAzurePolicyExtensionInstalledEffect),MCSB-V2: AuditIfNotExists (Policy Default),NIS2-EU-2022: AuditIfNotExists (default: effect-6b2122c1-8120-4ff5-801b-17625a355590)","parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
450d2877-ebea-41e8-b00c-e286317d21bf,,BuiltIn,Kubernetes,Azure Kubernetes Service Clusters should enable Microsoft Entra ID integration,AKS-managed Microsoft Entra ID integration can manage the access to the clusters by configuring Kubernetes role-based access control (Kubernetes RBAC) based on a user's identity or directory group membership. Learn more at: https://aka.ms/aks-managed-aad.,Azure_Security_Benchmark_v3.0_IM-1,MCSB-V2: Audit (Policy Default),"override: Audit,Disabled",Audit,,Audit,
a1840de2-8088-4ea8-b153-b4c723e9cb01,,BuiltIn,Kubernetes,Azure Kubernetes Service clusters should have Defender profile enabled,"Microsoft Defender for Containers provides cloud-native Kubernetes security capabilities including environment hardening, workload protection, and run-time protection. When you enable the SecurityProfile.AzureDefender on your Azure Kubernetes Service cluster, an agent is deployed to your cluster to collect security event data. Learn more about Microsoft Defender for Containers in https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-introduction?tabs=defender-for-container-arch-aks","Azure_Security_Benchmark_v3.0_LT-1,Azure_Security_Benchmark_v3.0_LT-2,EU_2555_(NIS2)_2022_11,EU_2555_(NIS2)_2022_12,EU_2555_(NIS2)_2022_21,EU_2555_(NIS2)_2022_29,NIS2_IR._Incident_Response_2","MCSB: Audit (default: azureKubernetesServiceClustersShouldHaveSecurityProfileEnabled),MCSB-V2: Audit (Policy Default),NIS2-Preview: Audit (Policy Default),NIS2-EU-2022: Audit (default: effect-a1840de2-8088-4ea8-b153-b4c723e9cb01)","parameter: Audit,Disabled",Audit,,Audit,
0a15ec92-a229-4763-bb14-0ea34a568f8d,,BuiltIn,Kubernetes,Azure Policy Add-on for Kubernetes service (AKS) should be installed and enabled on your clusters,"Azure Policy Add-on for Kubernetes service (AKS) extends Gatekeeper v3, an admission controller webhook for Open Policy Agent (OPA), to apply at-scale enforcements and safeguards on your clusters in a centralized, consistent manner.","Azure_Security_Benchmark_v3.0_PV-2,EU_2555_(NIS2)_2022_21,NIST_SP_800-53_R5_CM-6","MCSB: Audit (default: azurePolicyAddonStatusEffect),MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (Policy Default),NIS2-EU-2022: Audit (default: effect-0a15ec92-a229-4763-bb14-0ea34a568f8d)","parameter: Audit,Disabled",Audit,,Audit,
7d7be79c-23ba-4033-84dd-45e2a5ccdd67,,BuiltIn,Kubernetes,Both operating systems and data disks in Azure Kubernetes Service clusters should be encrypted by customer-managed keys,Encrypting OS and data disks using customer-managed keys provides more control and greater flexibility in key management. This is a common requirement in many regulatory and industry compliance standards.,"Azure_Security_Benchmark_v3.0_DP-5,NIST_SP_800-53_R5_SC-12","MCSB-V2: Audit (Policy Default),NIST-800-53: Audit (default: effect-7d7be79c-23ba-4033-84dd-45e2a5ccdd67)","parameter: Deny,Audit,Disabled",Audit,,Audit,
e345eecc-fa47-480f-9e88-67dcc122b164,,BuiltIn,Kubernetes,Kubernetes cluster containers CPU and memory resource limits should not exceed the specified limits,"Enforce container CPU and memory resource limits to prevent resource exhaustion attacks in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,EU_2555_(NIS2)_2022_21,NIST_SP_800-53_R5_CM-6","MCSB: Audit (default: memoryAndCPULimitsInKubernetesClusterEffect),MCSB-V2: Audit (PolicySet Fixed),NIST-800-53: audit (default: effect-e345eecc-fa47-480f-9e88-67dcc122b164),NIS2-EU-2022: Audit (default: effect-e345eecc-fa47-480f-9e88-67dcc122b164)","parameter: Deny,Audit,Disabled",Audit,"{""memoryAndCPULimitsInKubernetesClusterLabelSelector"":{},""namespaces-e345eecc-fa47-480f-9e88-67dcc122b164"":[],""excludedContainers-e345eecc-fa47-480f-9e88-67dcc122b164"":[],""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""CPUInKubernetesClusterLimit"":""32"",""source-e345eecc-fa47-480f-9e88-67dcc122b164"":""Original"",""excludedImages-e345eecc-fa47-480f-9e88-67dcc122b164"":[],""memoryInKubernetesClusterLimit"":""64Gi"",""memoryLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""labelSelector-e345eecc-fa47-480f-9e88-67dcc122b164"":{},""cpuLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""excludedNamespaces-e345eecc-fa47-480f-9e88-67dcc122b164"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""warn-e345eecc-fa47-480f-9e88-67dcc122b164"":false}",Audit,"{""memoryAndCPULimitsInKubernetesClusterLabelSelector"":{},""namespaces-e345eecc-fa47-480f-9e88-67dcc122b164"":[],""excludedContainers-e345eecc-fa47-480f-9e88-67dcc122b164"":[],""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""CPUInKubernetesClusterLimit"":""32"",""source-e345eecc-fa47-480f-9e88-67dcc122b164"":""Original"",""excludedImages-e345eecc-fa47-480f-9e88-67dcc122b164"":[],""memoryInKubernetesClusterLimit"":""64Gi"",""memoryLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""labelSelector-e345eecc-fa47-480f-9e88-67dcc122b164"":{},""cpuLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""excludedNamespaces-e345eecc-fa47-480f-9e88-67dcc122b164"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""warn-e345eecc-fa47-480f-9e88-67dcc122b164"":false}"
47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8,,BuiltIn,Kubernetes,Kubernetes cluster containers should not share host namespaces,"Block pod containers from sharing the host process ID namespace, host IPC namespace, and host network namespace in a Kubernetes cluster. This recommendation aligns with the Kubernetes Pod Security Standards for host namespaces and is part of CIS 5.2.1, 5.2.2 and 5.2.3 which are intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,EU_2555_(NIS2)_2022_11,EU_2555_(NIS2)_2022_12,EU_2555_(NIS2)_2022_21,EU_2555_(NIS2)_2022_29,EU_2555_(NIS2)_2022_7,NIST_CSF_v2.0_ID.AM_01,NIST_CSF_v2.0_ID.RA_07,NIST_SP_800-53_R5_CM-6","MCSB: Audit (default: NoSharingSensitiveHostNamespacesInKubernetesEffect),MCSB-V2: Audit (Policy Default),NIST-800-53: audit (default: effect-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8),NIS2-EU-2022: Audit (default: effect-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8),NIST CSF V2: Audit (default: effect-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8)","parameter: Deny,Audit,Disabled",Audit,"{""namespaces-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":[],""excludedNamespaces-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""labelSelector-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":{},""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""NoSharingSensitiveHostNamespacesInKubernetesLabelSelector"":{},""warn-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":false,""excludedImages-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":[],""source-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":""Original""}",Audit,"{""namespaces-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":[],""excludedNamespaces-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""labelSelector-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":{},""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""NoSharingSensitiveHostNamespacesInKubernetesLabelSelector"":{},""warn-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":false,""excludedImages-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":[],""source-47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8"":""Original""}"
511f5417-5d12-434d-ab2e-816901e72a5e,,BuiltIn,Kubernetes,Kubernetes cluster containers should only use allowed AppArmor profiles,"Containers should only use allowed AppArmor profiles in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2,EU_2555_(NIS2)_2022_11,EU_2555_(NIS2)_2022_12,EU_2555_(NIS2)_2022_21,EU_2555_(NIS2)_2022_29,NIST_SP_800-53_R5_CM-6","MCSB: Audit (default: AllowedAppArmorProfilesInKubernetesClusterEffect),MCSB-V2: Audit (Policy Default),NIST-800-53: audit (default: effect-511f5417-5d12-434d-ab2e-816901e72a5e),NIS2-EU-2022: Audit (default: effect-511f5417-5d12-434d-ab2e-816901e72a5e)","parameter: Deny,Audit,Disabled",Audit,"{""excludedImages-511f5417-5d12-434d-ab2e-816901e72a5e"":[],""allowedProfiles-511f5417-5d12-434d-ab2e-816901e72a5e"":[],""excludedContainers-511f5417-5d12-434d-ab2e-816901e72a5e"":[],""excludedNamespaces-511f5417-5d12-434d-ab2e-816901e72a5e"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""AllowedAppArmorProfilesInKubernetesClusterLabelSelector"":{},""labelSelector-511f5417-5d12-434d-ab2e-816901e72a5e"":{},""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""],""source-511f5417-5d12-434d-ab2e-816901e72a5e"":""Original"",""warn-511f5417-5d12-434d-ab2e-816901e72a5e"":false,""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""namespaces-511f5417-5d12-434d-ab2e-816901e72a5e"":[]}",Audit,"{""excludedImages-511f5417-5d12-434d-ab2e-816901e72a5e"":[],""allowedProfiles-511f5417-5d12-434d-ab2e-816901e72a5e"":[],""excludedContainers-511f5417-5d12-434d-ab2e-816901e72a5e"":[],""excludedNamespaces-511f5417-5d12-434d-ab2e-816901e72a5e"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""AllowedAppArmorProfilesInKubernetesClusterLabelSelector"":{},""labelSelector-511f5417-5d12-434d-ab2e-816901e72a5e"":{},""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""],""source-511f5417-5d12-434d-ab2e-816901e72a5e"":""Original"",""warn-511f5417-5d12-434d-ab2e-816901e72a5e"":false,""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""namespaces-511f5417-5d12-434d-ab2e-816901e72a5e"":[]}"
